SMILES                                                                                                                    ,MolWt             ,MolLogP              ,pChEMBL Value
CC(=O)c1ccc(/C=C/S(=O)(=O)CS(=O)(=O)/C=C/c2ccc(C(C)=O)c(C(C)=O)c2)cc1C(C)=O                                               ,516.5930000000003 ,3.9257000000000035   ,4.16
CC(C)(C)Oc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1                                                                              ,326.348           ,4.048500000000002    ,4.16
CC(C)(C)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1                                                                                 ,310.34900000000005,4.342900000000003    ,4.3
CC(C)Cn1c(=O)c(C(=O)Nc2ccccc2S(N)(=O)=O)c(O)c2ccccc21                                                                     ,415.4710000000002 ,2.2628000000000004   ,4.6
CC(C)Cn1cnnc1NS(=O)(=O)c1cc(C(=O)Nc2ccc(Cl)cc2)c(Cl)cc1S                                                                  ,500.4330000000001 ,4.5827000000000035   ,4.41
CC(C)OC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1                                                                               ,331.343           ,3.0951000000000013   ,4.0
CC(C)Oc1ccc(Cc2ccccc2)cc1/C([O-])=C/C(=O)C(=O)[O-]                                                                        ,338.3590000000001 ,1.084799999999999    ,7.3
CC(C)[C@@H](CO)n1cc(C(=O)O)c(=O)c2cc(Cc3cccc(Cl)c3F)ccc21                                                                 ,417.8640000000001 ,4.272400000000004    ,8.09
CC(Cc1ccc(O)c(O)c1)(C(=O)O)C(C)(Cc1ccc(O)c(O)c1)C(=O)O                                                                    ,390.3880000000001 ,2.476000000000001    ,6.5
CC(O)(/C=C/C1CC=CC(=O)O1)C(CC(O)/C=C/C=C/C=C/CO)OP(=O)(O)O                                                                ,430.3900000000001 ,1.0550999999999997   ,4.516666666666667
CC(c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1)N(C)C                                                                               ,334.351           ,1.5795               ,7.1
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1ccc(O)cc1                                                                              ,322.32            ,2.5397000000000007   ,6.135
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1ccc([N+](=O)[O-])cc1                                                                   ,351.31800000000004,2.742300000000001    ,6.16
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1cccc(O)c1                                                                              ,322.32            ,2.5397000000000007   ,5.59
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1cccc([N+](=O)[O-])c1                                                                   ,351.31800000000004,2.742300000000001    ,5.715
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1ccccc1O                                                                                ,322.32            ,2.539700000000001    ,5.885
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C/c1ccco1                                                                                  ,296.282           ,2.4271000000000003   ,5.635
CC1=NN(C(=O)c2ccccc2O)C(=O)/C1=C\c1cccc(O)c1                                                                              ,322.32            ,2.5397000000000007   ,5.13
CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1                                                               ,449.4960000000001 ,3.460820000000002    ,4.47
CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2nnc(C)s2)cc1                                                                ,455.5250000000001 ,3.5223200000000014   ,4.11
CC1=NN(c2ccccc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2scc(C)c2C)cc1                                                               ,467.57600000000014,5.040740000000004    ,4.01
CC1=NNC(=O)C1/N=N/c1ccc(S(=O)(=O)Nc2nccs2)cc1                                                                             ,364.41200000000003,1.9018999999999997   ,4.18
CC1N=NC(c2ccc(S(=O)(=O)NC3SC(=S)NC3=O)cc2)S1                                                                              ,388.521           ,1.9825               ,4.67
CC1OC(O)C(O)C(O)C1Oc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O                                                                ,448.38000000000017,0.4886999999999995   ,4.32
CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C                                             ,546.5280000000002 ,5.093000000000007    ,5.3100000000000005
CC1c2c(c(O)c3ncccc3c2OS(=O)(=O)N(C)C)C(=O)N1Cc1ccc(F)cc1                                                                  ,445.47200000000015,2.981700000000001    ,6.09
CCC(=O)C(=O)/C=C(\O)c1c[nH]c2ccc(Cl)cc12                                                                                  ,277.707           ,3.2684000000000006   ,5.16
CCCC(C(=O)O)c1c(C)nc2ccc(Br)cc2c1-c1ccc(Cl)cc1                                                                            ,432.7450000000001 ,6.594420000000005    ,7.11
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC([C@@H](C)C=O)C(=O)C=C12                                           ,432.5570000000002 ,4.522100000000004    ,4.96
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC([C@H](C)C=O)C(=O)C=C12                                            ,432.5570000000002 ,4.522100000000004    ,4.96
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)CC3C(C)C(O)OC3(O)C=C12                                               ,450.5720000000002 ,3.7913000000000032   ,4.4
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@@H](C(C)C(O)O)C(=O)C=C12                                         ,450.5720000000002 ,3.6339000000000032   ,4.4
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@H]3[C@@H](C)CO[C@]3(O)C[C@H]12                                   ,436.5890000000002 ,4.552800000000005    ,4.35
CCCCC(C)/C=C(\C)C(=O)O[C@@H]1CC[C@H](C(=O)O)[C@@]2(C)C[C@H]3[C@H](C)CO[C@]3(O)C[C@H]12                                    ,436.5890000000002 ,4.552800000000005    ,4.0
CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2                                                                 ,470.5180000000003 ,5.545500000000005    ,4.473333333333334
CCCCCC=C(c1cc(Cl)c(O)c(C(=O)NO)c1)c1cc(Cl)c(O)c(C(=O)NO)c1                                                                ,469.3210000000001 ,4.654600000000004    ,5.4
CCCCCCC/N=C1/C(=O)c2ccccc2C(O)=C1O                                                                                        ,287.35900000000004,4.078900000000003    ,4.0
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1                                                                                           ,335.5999999999999 ,6.574100000000007    ,5.762
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1                                                                                             ,307.54599999999994,5.793900000000005    ,5.580000000000001
CCCCCCCCCCCCCCn1cc[n+](C)c1                                                                                               ,279.49199999999996,5.0137000000000045   ,4.48
CCCCCCCCCCCC[n+]1ccn(C)c1                                                                                                 ,251.438           ,4.233500000000004    ,4.29
CCCCCCNC(=O)c1c(O)n(O)c(=O)c2cc([N+](=O)[O-])ccc12                                                                        ,349.3430000000001 ,2.1627               ,7.22
CCCCCCc1cc2c(cc1O)OC(=O)C(C(c1ccccc1)c1c(O)oc3cc(O)c(CCCCCC)cc3c1=O)C2O                                                   ,614.7350000000004 ,7.55610000000001     ,4.95
CCCCCc1cc(O)cc2c1Oc1c(C=O)c(O)c(Cl)c(C(=O)CCCC)c1C(=O)O2                                                                  ,460.91000000000025,5.9942000000000055   ,4.47
CCCCCc1cc(O)cc2c1Oc1cc(O)cc(C(=O)CCCC)c1C(=O)O2                                                                           ,398.45500000000027,5.528300000000006    ,4.39
CCCCCc1cc2cc(O)cc(Oc3c(O)cc(O)c(C(=O)O)c3CCCCC)c2c(=O)o1                                                                  ,470.5180000000003 ,5.865700000000007    ,4.36
CCCCOC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1                                                                                ,345.37000000000006,3.4868000000000023   ,4.0
CCCCn1cnnc1NS(=O)(=O)c1cc(C(=O)NCc2ccccc2)c(Cl)cc1S                                                                       ,480.0150000000001 ,3.7511000000000023   ,4.1
CCCCn1cnnc1NS(=O)(=O)c1cc(C(=O)Nc2ccc(C)cc2)c(Cl)cc1S                                                                     ,480.0150000000001 ,4.381820000000004    ,4.345
CCCCn1cnnc1NS(=O)(=O)c1cc(C(=O)Nc2ccc(Cl)cc2)c(Cl)cc1S                                                                    ,500.4330000000001 ,4.726800000000003    ,4.4
CCCn1cnnc1NS(=O)(=O)c1cc(C(=O)Nc2ccc(C)cc2)c(Cl)cc1S                                                                      ,465.98800000000006,3.991720000000003    ,4.395
CCCn1cnnc1NS(=O)(=O)c1cc(C(=O)Nc2ccc(C)cc2)c(Cl)cc1SCC(=O)O                                                               ,524.0240000000002 ,3.8797200000000016   ,4.36
CCN(c1ccccc1)c1nc(N)nc(NS(=O)(=O)c2cc(C)c(Cl)cc2S)n1                                                                      ,450.97700000000015,3.6631200000000015   ,4.6850000000000005
CCN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)C(=O)C1=O                                                                   ,437.4310000000002 ,1.599599999999999    ,8.0
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N(C)C)ccc2c1=O                                                                ,438.45500000000015,3.4426000000000023   ,4.965
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(CC)CC3)ccc2c1=O                                                         ,507.56200000000035,3.518500000000002    ,5.62
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCN(CCCCl)CC3)ccc2c1=O                                                      ,556.0340000000003 ,4.127500000000004    ,5.89
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCNCC3)ccc2c1=O                                                             ,479.50800000000027,2.786200000000001    ,4.62
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2cc(N3CCOCC3)ccc2c1=O                                                             ,480.4920000000003 ,3.2132000000000023   ,5.68
CCOC(=O)/C=C/c1ccc(O)c(O)c1                                                                                               ,208.213           ,1.6741               ,4.0
CCOC(=O)C(=O)/C=C(\O)c1c[nH]c2ccc(Cl)cc12                                                                                 ,293.7060000000001 ,2.8524000000000003   ,5.16
CCOC(=O)C(=O)/C=C(\O)c1ccc2ncc(/C(O)=C/C(=O)C(=O)OCC)c(O)c2c1                                                             ,429.38100000000026,2.0026               ,4.2924999999999995
CCOC(=O)C(=O)/C=C(\O)c1cn(Cc2ccc(F)cc2)c2ccc(OC)cc12                                                                      ,397.40200000000016,3.868400000000003    ,6.38
CCOC(=O)C(=O)/C=C(\O)c1cn(Cc2ccc(F)cc2)c2ccccc12                                                                          ,367.3760000000001 ,3.8598000000000026   ,5.87
CCOC(=O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c2ccc(OC)cc12                                                                         ,379.41200000000015,3.729300000000003    ,6.495
CCOC(=O)C(=O)/C=C(\O)c1cn(Cc2ccccc2)c2ccccc12                                                                             ,349.3860000000001 ,3.7207000000000026   ,5.695
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(C)cc1                                                                               ,339.3910000000001 ,2.949420000000001    ,4.1
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(Cl)cc1                                                                              ,359.8090000000001 ,3.294400000000002    ,4.245
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(F)cc1                                                                               ,343.35400000000004,2.780100000000001    ,4.039999999999999
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc(OC)cc1                                                                              ,355.3900000000001 ,2.6496000000000004   ,4.359999999999999
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccc([N+](=O)[O-])cc1                                                                    ,370.3610000000001 ,2.549200000000001    ,4.295
CCOC(=O)C(=O)CC(=O)/C=C/c1cccn1Cc1ccccc1                                                                                  ,325.36400000000003,2.641000000000001    ,5.085
CCOC(=O)C(C1=C(O)C(=O)c2ccccc2C1=O)C1=C(O)C(=O)c2ccccc2C1=O                                                               ,432.3840000000002 ,2.9483000000000015   ,4.13
CCOC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccccc3)o2)N=C1C                                                                 ,423.4250000000001 ,2.725100000000001    ,4.4
CCOC(=O)c1c(-c2ccccc2)csc1NC(NC(=O)c1ccco1)C(=O)c1ccc(C)cc1                                                               ,488.5650000000003 ,5.544120000000004    ,4.1
CCOC(=O)c1c(NC(=O)c2cc3ccccc3oc2=O)sc(C(N)=O)c1C                                                                          ,400.4120000000002 ,2.6908200000000004   ,4.15
CCOC(=O)c1cccc(-c2c3c(c(O)c4ncccc24)C(=O)N(Cc2ccc(F)cc2)C3)c1                                                             ,456.4730000000002 ,5.079200000000003    ,5.68
CCOC(=O)c1ccccc1-c1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2                                                               ,456.4730000000002 ,5.079200000000004    ,6.46
CCOC(=O)c1cnc(NCCCNc2ncc(C(=O)OCC)c(O)n2)nc1O                                                                             ,406.39900000000017,0.9452999999999996   ,4.9275
CCOc1ccc(-c2c3c(c(O)c4ncccc24)C(=O)N(Cc2ccc(F)cc2)C3)cc1                                                                  ,428.46300000000014,5.301200000000003    ,5.92
CCOc1ccc(C(C2=C(O)C(=O)c3ccccc3C2=O)C2=C(O)C(=O)c3ccccc3C2=O)cc1OC                                                        ,510.49800000000033,4.960100000000004    ,4.0
CCSc1nnc(N2C(=O)c3ccc(C(=O)c4ccc(C(=O)O)cc4)cc3C2=O)s1                                                                    ,439.47400000000016,3.379900000000002    ,4.1
CCc1cc(/C=N/CC/N=C/c2cc(CC)sc2S)c(S)s1                                                                                    ,368.618           ,5.049800000000005    ,4.949999999999999
CCn1c(/C(O)=C/C(=O)C(=O)O)cc2cc3c(cc21)OCO3                                                                               ,303.2700000000001 ,1.9424999999999997   ,4.779999999999999
CCn1c(/C(O)=C/C(=O)C(=O)O)cc2ccccc21                                                                                      ,259.261           ,2.2138               ,5.3
CCn1c(C(=O)CC(=O)C(=O)OC)cc2cc3c(cc21)OCO3                                                                                ,317.2970000000001 ,1.7047999999999996   ,4.130000000000001
CCn1cc(/C(O)=C/C(=O)C(=O)O)c2cc3c(cc21)OCO3                                                                               ,303.2700000000001 ,1.9425000000000001   ,4.935
CCn1cc(C(=O)CC(=O)C(=O)OC)c2ccccc21                                                                                       ,273.288           ,1.9761               ,4.58
CN(C(=O)C(=O)N1CCCC1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                ,451.45800000000014,1.9896999999999996   ,7.4
CN(C(=O)C(=O)N1CCCCC1)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                               ,465.4850000000002 ,2.3798000000000004   ,8.15
CN(C(=O)C(N)=O)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                      ,397.3660000000001 ,0.8526               ,7.7
CN(C)C(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                  ,425.4200000000001 ,1.4554999999999991   ,7.4
CN(C)C(=O)CN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                      ,411.43700000000007,1.9288999999999996   ,7.24
CN(C)C(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2                                                                     ,395.39000000000016,3.2959000000000023   ,6.12
CN(C)C(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2=O                                                                   ,409.37300000000016,2.9361000000000015   ,5.62
CN(C)C(C)(C)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1                                                                            ,348.378           ,1.7535999999999998   ,7.3
CN(C)C(c1ccccc1)c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1                                                                        ,396.4220000000001 ,2.6079               ,6.7
CN(C)Cc1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1                                                                                  ,320.324           ,1.0184999999999997   ,6.7
CN(C)S(=O)(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C2                                                                 ,431.4450000000002 ,2.420700000000001    ,6.59
CN(C)S(=O)(=O)Oc1c2c(c(O)c3ncccc13)C(=O)N(Cc1ccc(F)cc1)C21CC1                                                             ,457.4830000000003 ,2.9098000000000015   ,6.45
CN(C)S(=O)(=O)Oc1c2c(c(O)c3nccnc13)C(=O)N(Cc1ccc(F)cc1)C2                                                                 ,432.4330000000002 ,1.8157000000000003   ,7.48
CN(C)c1ccc(C(c2c(O)oc3ccccc3c2=O)c2c(O)oc3ccccc3c2=O)cc1                                                                  ,455.4660000000002 ,4.5568000000000035   ,4.1049999999999995
CN1C(=O)CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)N(C)C1=O                                                                 ,437.43100000000015,2.3594999999999997   ,7.7575
CN1C(=O)CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)NC1=O                                                                    ,423.4040000000001 ,2.017299999999999    ,7.89
CN1C(=O)NC(=O)CC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                    ,423.4040000000001 ,2.0172999999999996   ,7.9
CN1C(=O)c2c(c(O)c3nccnc3c2O)C1=O                                                                                          ,245.194           ,0.2668               ,4.31
CN1CCCCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C                                                                             ,374.4160000000001 ,1.7118               ,6.68
CN1CCCCC1c1nc(O)c(O)c(C(=O)NCc2ccc(F)cc2)n1                                                                               ,360.38900000000007,2.1136999999999997   ,6.7
CN1CCN(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1                                                                          ,395.43800000000016,2.1563               ,7.4
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C                                                                             ,376.3880000000001 ,0.5580999999999993   ,7.506666666666667
CNC(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12                                                                     ,411.3930000000001 ,1.1133000000000002   ,7.82
COC(=O)/C=C/c1ccc(O)c(O)c1                                                                                                ,194.18599999999998,1.2839999999999998   ,4.0
COC(=O)C(=O)/C=C(\O)c1cccn1Cc1ccc(F)cc1                                                                                   ,303.28900000000004,2.3165000000000004   ,4.32
COC(=O)C(=O)CC(=O)c1cc2cc3c(cc2n1C)OCO3                                                                                   ,303.2700000000001 ,1.2218999999999995   ,4.15
COC(=O)C(=O)CC(=O)c1cc2cc3c(cc2n1Cc1ccccc1)OCO3                                                                           ,379.36800000000017,2.7332               ,4.425
COC(=O)C(=O)CC(=O)c1cc2ccccc2n1C                                                                                          ,259.261           ,1.4931999999999999   ,4.175
COC(=O)C(=O)CC(=O)c1cn(C)c2cc3c(cc12)OCO3                                                                                 ,303.2700000000001 ,1.2219               ,4.22
COC(=O)C(COC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)NC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1                                     ,611.5560000000003 ,2.3154000000000003   ,5.55
