SMILES
CC#CCn1c(N2CCCC(NC(N)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc3ccccc3c(C)[n+]1[O-])c(=O)n2C
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(NC)cc3)C[C@@]21C
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
C#CCC1(C(=O)O)CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1
Cn1c(=O)c2c(nc(S(C)(=O)=O)n2C)n(CC#Cc2cccc(O)c2)c1=O
O=C(O)C#CC1CCCN(C(=O)OCC2c3ccccc3-c3ccccc32)C1
O=C(O)C#CC1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1
C#CCC1(C(=O)O)CCCN1C(=O)OCC1c2ccccc2-c2ccccc21
C#CCC1(C(=O)O)CCN(C(=O)OCC2c3ccccc3-c3ccccc32)C1
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1
CC(C)(N)[C@H](NC(=O)c1ccc(C#CC#C[C@@H]2C[C@H]2CO)cc1)C(=O)NO
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
C#CCNC(=O)c1ccc(NC(=O)c2ccccc2Br)cc1
C#CCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
O=C(O)C#CC1CN(C(=O)OCC2c3ccccc3-c3ccccc32)C1
C#CCCN1CCN(c2ncnc3ccc(Br)cc23)CC1
CC(C)(C)OC(=O)NCC#Cc1ccc(OCc2ccccc2)cc1
C#CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
C#CCN(CC(=O)O)C(=O)OCC1c2ccccc2-c2ccccc21
CC(C)(C)[Si](C)(C)OCc1ccc(CC#C[Si](C)(C)C)cc1
C#CCOc1c(OC)cc(C(O)c2cnc(N)nc2N)cc1OC
C#CCC1(C(=O)OC(C)(C)C)CCN(C(=O)OC(C)(C)C)CC1
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
C#CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
C#CCN(Cc1ccccc1)C(=O)CI
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
COc1ccc(NC(=O)NCC#Cc2ccccc2)cc1OC
C#CCC1(C(=O)OC(C)(C)C)CCN(C(=O)OC(C)(C)C)C1
C#CCC1(C(=O)OC(C)(C)C)CCCN1C(=O)OC(C)(C)C
C#Cc1ccc(C)c(C(=O)NC(C)c2ccc(OCC)cc2)c1
C#CCS(=O)(=O)c1ccc(Br)c(C(=O)O)c1
C#CCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1
CC#CCn1c(Br)nc2c1c(=O)[nH]c(=O)n2C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
C#CCC1(C(=O)OCC)CCN(C(=O)OC(C)(C)C)CC1
CCCNC(=O)C(C)NC(=O)c1csc(C#CCN)c1
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
ClCC#Cc1ccc(OCc2ccc(Cl)cc2)cc1
C#Cc1ccc(NC(=O)c2cnn3c(C)cc(C)nc23)cc1
