SMILES                                                                                                       ,MolWt             ,MolLogP            ,pChEMBL Value
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(N(C)S(C)(=O)=O)ccc3[nH]2)CC1                                                ,470.5990000000002 ,2.7414000000000005 ,5.25
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(N)ccc3[nH]2)CC1                                                             ,378.48000000000013,2.9278000000000004 ,6.0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NC(=O)C(F)(F)F)ccc3[nH]2)CC1                                                ,474.48700000000014,3.846400000000002  ,4.57
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(=O)(=O)C(F)(F)F)ccc3[nH]2)CC1                                            ,510.54200000000014,3.6071000000000017 ,5.08
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(O)ccc3[nH]2)CC1                                                             ,379.4640000000001 ,3.0512000000000006 ,5.89
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(OCc4ccccc4)ccc3[nH]2)CC1                                                    ,469.5890000000002 ,4.924600000000004  ,5.37
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(OS(C)(=O)=O)ccc3[nH]2)CC1                                                   ,457.5560000000002 ,2.684000000000001  ,5.26
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(C#N)cc3[nH]2)CC1                                                           ,388.47500000000014,3.2172800000000015 ,5.41
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(F)cc3[nH]2)CC1                                                             ,381.4550000000001 ,3.484700000000002  ,5.36
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(NS(C)(=O)=O)cc3[nH]2)CC1                                                   ,456.5720000000002 ,2.7171000000000003 ,6.3
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(O)cc3[nH]2)CC1                                                             ,379.4640000000001 ,3.0512000000000006 ,5.92
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccc(OCc4ccccc4)cc3[nH]2)CC1                                                    ,469.5890000000002 ,4.924600000000004  ,4.43
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1                                                                ,363.4650000000001 ,3.345600000000002  ,5.92
CC(C)Nc1ccnnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1                                               ,485.6140000000002 ,2.8907000000000007 ,5.734999999999999
CC(C)OC(=O)N1c2cc(Cl)ccc2NC(=O)C1(C#CC1CC1)C(F)(F)F                                                          ,400.78400000000016,4.358000000000002  ,6.8
CC(C)OC(=O)N1c2cc(F)ccc2NC(=O)C1(C#CC1CC1)C(F)(F)F                                                           ,384.3290000000001 ,3.843700000000003  ,6.89
CC(C)OC(=O)N1c2ccccc2NC(=O)C1(C#CC1CC1)C(F)(F)F                                                              ,366.3390000000001 ,3.704600000000003  ,6.97
CC(C)OC(=O)c1cccn1S(=O)(=O)c1cc(Cl)ccc1N                                                                     ,342.80400000000003,2.5259             ,5.506666666666667
CC(C)Oc1cccc(CCNC(=S)Nc2nccs2)c1                                                                             ,321.471           ,3.4594000000000014 ,6.4
CC(C)Oc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1                                               ,485.6100000000002 ,3.462600000000002  ,5.85
CC(C)Oc1cccnc1N(C)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1                                                            ,392.5030000000001 ,4.091100000000003  ,5.7
CC(C)Oc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1                                                                ,364.44900000000007,3.3125000000000018 ,5.75
CC(C)SC1=N/C(=C/c2ccccc2)C(C)(C)C(=O)N1                                                                      ,288.41600000000005,3.6811000000000016 ,5.37
CC(C)Sc1nc(Cc2c(F)cccc2F)cc(=O)[nH]1                                                                         ,296.34200000000004,3.139400000000001  ,7.3
CC(C)Sc1nc(O)cc(C(C)c2cccc3ccccc23)n1                                                                        ,324.44900000000007,4.987700000000004  ,5.24
CC(C)Sc1nc(O)cc(C(C)c2ccccc2)n1                                                                              ,274.389           ,3.834500000000003  ,5.64
CC(C)Sc1nc(O)cc(Cc2c(Cl)cccc2Cl)n1                                                                           ,329.252           ,4.580300000000003  ,5.82
CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O                                                               ,364.44500000000005,3.4251000000000005 ,8.22
CC(C)c1c(O)nc(SCC(=O)c2ccc(Cl)cc2)nc1Cc1cccc2ccccc12                                                         ,463.0020000000001 ,6.678000000000006  ,6.5
CC(C)c1c(O)nc(SCC(=O)c2ccc(F)cc2)nc1Cc1cccc2ccccc12                                                          ,446.54700000000014,6.163700000000006  ,7.11
CC(C)c1c(OC2CCCCC2)c2cc(Cl)ccc2[nH]c1=O                                                                      ,319.832           ,5.016400000000004  ,5.51
CC(C)c1ccc(C23SCCN2C(=O)c2ccccc23)cc1                                                                        ,309.43399999999997,4.213700000000003  ,5.0
CC(C)c1ccc(Cn2c(O)nc3ccc(Cl)cc32)cc1                                                                         ,300.78900000000004,4.567000000000003  ,4.79
CC(C)c1ccc(S(=O)(=O)n2ccc(C(O)c3ccc(Cl)cc3Cl)c2)cc1                                                          ,424.34900000000005,5.2370000000000045 ,5.6
CC(C)c1ccc2c(c1)C(C#CC1CC1)(C(F)(F)F)OC(=O)N2                                                                ,323.31399999999996,4.543100000000003  ,5.71
CC(C/N=C(\S)Nc1nccs1)c1ccccc1                                                                                ,277.418           ,3.6445000000000016 ,6.35
CC(Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1                                                                            ,306.7780000000001 ,3.7067000000000014 ,7.283333333333334
CC(c1cc(O)nc(SC2CCCC2)n1)c1cccc2ccccc12                                                                      ,350.487           ,5.521900000000004  ,6.4
CC(c1cc(O)nc(SC2CCCCC2)n1)c1cccc2ccccc12                                                                     ,364.514           ,5.912000000000004  ,5.58
CC(c1ccccc1)c1cc(O)nc(SC2CCCC2)n1                                                                            ,300.4270000000001 ,4.368700000000003  ,5.68
CC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O                                                                           ,289.33400000000006,3.967800000000003  ,5.0
CC1(c2ccccc2)Sc2ccccc2-n2cccc2C1=O                                                                           ,305.40200000000004,4.681100000000004  ,5.3
CC1=Cc2c(c3c(c4c(-c5ccccc5)cc(=O)oc24)OC(C)(C)C=C3)O[C@@H]1C                                                 ,386.4470000000002 ,5.8284000000000065 ,5.05
CC1C(C)n2c(S)nc3cccc(c32)CN1CC1CC1                                                                           ,287.4320000000001 ,3.5001000000000024 ,4.87
CC1CN(C2CC(N=[N+]=[N-])[C@@H](CO)C2)C(=O)NC1=O                                                               ,267.289           ,0.6241             ,8.0
CC1CN(CC2CC2)Cc2cc(Cl)cc3[nH]c(=S)n1c23                                                                      ,307.85            ,4.1388900000000035 ,5.66
CC1Cn2c(S)nc3cc(Cl)cc(c32)CN1CC1CC1                                                                          ,307.85000000000014,3.592500000000002  ,7.47
CC1Cn2c(S)nc3cccc(c32)CN1CC1CC1                                                                              ,273.4050000000001 ,2.9391000000000016 ,7.22
CC1OC(/C=C/C2CC2)(C(F)(F)F)c2c(ccc(F)c2F)NC1=O                                                               ,347.283           ,4.0458000000000025 ,6.76
CC1OC(/C=C/C2CC2)(C(F)(F)F)c2cc(Cl)ccc2NC1=O                                                                 ,345.74800000000005,4.421000000000002  ,7.34
CC1OC(C#CC2CC2)(C(F)(F)F)c2c(ccc(F)c2F)NC1=O                                                                 ,345.267           ,3.493000000000001  ,6.71
CCC#CC1(C(F)(F)F)OC(=O)Nc2ccc(N)cc21                                                                         ,284.237           ,3.0019             ,5.72
CCC#CC1(C(F)(F)F)OC(=O)Nc2ccc([N+](=O)[O-])cc21                                                              ,314.21900000000005,3.3279000000000014 ,6.56
CCC#CC1(C(F)(F)F)OC(=O)Nc2cccc(F)c21                                                                         ,287.21200000000005,3.5588000000000015 ,6.9
CCC#CC1(C(F)(F)F)OCC(=O)Nc2ccc(Cl)cc21                                                                       ,317.694           ,3.479700000000002  ,6.02
CCC#C[C@]1(C(F)(F)F)NC(=O)Nc2ccc(F)c(F)c21                                                                   ,304.2180000000001 ,3.270900000000001  ,7.13
CCC(/N=C(\S)Nc1nccs1)c1ccccc1                                                                                ,277.418           ,3.9921000000000024 ,5.75
CCC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1                                            ,523.4090000000003 ,6.164900000000006  ,6.0
CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(Br)cn2)c1O                                                                ,422.254           ,3.9591000000000025 ,7.69
CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(C#N)cn2)c1O                                                               ,368.3680000000001 ,3.068280000000001  ,7.869999999999999
CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(Cl)cn2)c1O                                                                ,377.80300000000005,3.8500000000000028 ,7.656666666666666
CCC(C)(C)Nc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1                                           ,512.6800000000002 ,4.275900000000003  ,5.880000000000001
CCC(C)Sc1nc(O)c(C)c(Cc2c(Cl)cccc2Cl)n1                                                                       ,357.306           ,5.278820000000004  ,7.22
CCC(C)Sc1nc(O)c(C)c(Cc2c(F)cccc2F)n1                                                                         ,324.39599999999996,4.250220000000003  ,7.3
CCC(C)Sc1nc(O)c(C)c(Cc2ccc(Cl)cc2)n1                                                                         ,322.861           ,4.625420000000004  ,5.07
CCC(C)Sc1nc(O)c(C)c(Cc2ccc(F)cc2)n1                                                                          ,306.406           ,4.111120000000003  ,4.89
CCC(C)Sc1nc(O)c(C)c(Cc2ccc([N+](=O)[O-])cc2)n1                                                               ,333.413           ,3.880220000000003  ,5.75
