SMILES,CCR5_pIC50,INT_pIC50,RT_pIC50
COc1ccc(CN2CCN(Cc3ccc4ccccc4c3)CC2)cc1OC,5.374201582000499,4.514837074409106,5.843853325058533
COc1cc(NC(C)CCCN)c2nccc(CCC3CCCCC3)c2c1,6.148072133031542,5.4623439183845255,5.858972854571123
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)O3)cc1,6.463714398182844,4.985088590686249,6.106127076054017
O=C1c2cccnc2S[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](CO)N12,5.6990592437061,4.7744181839159054,4.919946942896404
OCCCNc1cncc(-c2ncnc(Nc3cccc(Cl)c3)n2)c1,5.874608575977487,5.060854297932484,6.679425251006731
CN(C)C(=O)Oc1ccc2ccccc2c1Cl,5.701335311019433,4.907369845642861,5.825549673805007
O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc2c(c1)CNCC2,5.308325547391957,5.390974354462436,6.677436840640235
CNc1nc(NC)c2ncn([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)c2n1,5.918517542375432,4.6194236859815,5.870684068958619
O=C(Cc1cccs1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,5.943313668100206,5.49468180333883,5.522074693769578
Cc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,5.9980813744608295,4.701649491192253,5.971725753025419
Cc1cnc(NC(=O)[C@@H]2C=CCN2C(=O)[C@H](CC2CCCC2)CN(O)C=O)s1,5.948463891677202,5.177090089505067,6.752457180539708
COC(=O)c1c(N2C(=O)CC(Sc3ncccc3C(=O)O)C2=O)sc(C)c1C,5.59080267509652,5.198270346141852,5.8136586498249425
Cc1ccc(-c2noc(CNc3ccccc3)n2)cc1,5.796758360297006,4.874755181624305,5.980688021490468
O=C1C(=O)N(Cc2cc3ccccc3s2)c2ccc(I)cc21,5.306190352689515,4.656655190281729,5.1852394271092574
Cc1nc2sccn2c1C(=O)N1CCC[C@H]1C(=O)Nc1ccc(/C=C/c2ccc(NC(=O)[C@@H]3CCCN3C(=O)c3c(C)nc4sccn34)cc2)cc1,6.476132578387075,5.096449935455012,6.152180378606997
Cc1ccc2c(c1)sc1nc(-c3ccc(Br)cc3)cn12,5.879183172870768,4.978853046845132,5.285275982506627
O=C(NO)c1ccc(CN2c3ccccc3NC(=O)[C@@H]2Cc2cccs2)cc1,4.824181497071303,4.834087840979283,6.223540153088074
Cc1ccc(C(=O)NC(Sc2ccc([N+](=O)[O-])cc2)C(Cl)(Cl)Cl)cc1,5.46729329860522,4.6429976912944335,6.463073632534017
Cc1cc2cc3c(cc2nc1SCC(=O)OC(C)C)OCO3,5.93029877546906,5.176385749609798,5.54814189121423
CS(=O)(=O)c1ccccc1C(=O)N1CCN(S(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1,6.261462525176962,4.983299934816352,5.83786541289124
COc1ccc(CNc2ncnc3c2ncn3C2CCCCO2)c(OC)c1,5.903906249421649,4.836506044455618,5.924489959025535
CC1(C)N=c2[nH]cnc2=C(C(N)=O)N1,5.5699860317251035,4.782413984647987,5.5217157872895175
CC(C)c1ccc(N)c(S(=O)(=O)O)c1,5.8314056871867095,4.9606022491849515,5.5867628175266155
CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N/C(N)=N/C(=O)CSc2ccc3ccccc3c2)[C@H]1NC(C)=O,5.6061260480043025,4.652273788093675,5.1641915886148695
COC[C@@H](C)n1c(-c2cnc(OC)nc2OC)nc2c1C(c1ccc(Cl)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,5.56530397185784,5.6636586297408975,6.078179855770296
O=C(c1nn(-c2cccc(-c3cnn(CCN4CCOCC4)c3)c2)c2c1CS(=O)(=O)c1ccccc1-2)N1CCOCC1,6.537794719219274,5.205017380542983,5.697106022543716
CCC(C)(O)c1cn(-c2ccc(S(=O)(=O)O)cc2)nn1,5.671119044709443,5.048350832326243,5.346394649424955
COc1cc(C(=O)NCCOc2cccc3cccnc23)cc(OC)c1OC,5.023280933539939,4.980787766524891,5.402560927642208
CCOc1ccc2c(c1)Oc1cc(OC(=O)c3ccccc3Cl)ccc1C21c2ccccc2C(=O)N1/N=C/c1ccccc1[N+](=O)[O-],5.776462040247037,4.929338504255054,5.574035598890539
CCOC(=O)c1c(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)sc2c1CCCC2,6.274534432364927,4.991806029072855,5.867669474690875
O=C(CSc1nc2c(oc3ccccc32)c(=O)n1-c1ccccc1F)Nc1ccccc1,5.844260141151796,4.831128537727684,5.926382430997844
c1ccc(-c2c[nH]c(CSc3nc4ccccn4n3)n2)cc1,5.615402416901154,5.114208718112245,5.904423660185545
COc1ccc(C2=NN(C(S)=Nc3ccccc3)C(c3ccccc3)C2)cc1,5.648106806285486,4.675337765988737,6.1461293270934645
CN1C2CCC1CC(N1C(=O)c3cccc4cccc(c34)C1=O)C2,5.429563238539977,5.6410435154711225,5.574773106119612
Nc1nc(N)c2c(OCc3ccccn3)cccc2n1,5.727838722287164,5.195828504923611,5.449834924263294
Cc1cc(C)n2cc(CSc3nc(-c4ccccc4)cn3C(C)C)nc2n1,5.942218041139707,5.125926251554809,6.006950201392819
CC(Nc1nc(C(F)(F)F)nc2ccccc12)c1ccccc1,6.036589752874262,5.524993226692317,6.190557541053745
COc1ccc([C@H]2CC(=O)C=C(c3cccc(OCc4ccccc4)c3)C2)cc1,5.295853438903512,4.672625222333209,5.581331214157529
CCCC[C@@H]1[C@H]2CCCN3CCC[C@@H](CN1S(=O)(=O)c1ccc4oc(=O)ccc4c1)[C@@H]23,6.317293078123311,5.087264831815461,5.87392365522697
O=C1Nc2cc(Cl)ccc2[C@@]12ON=C(c1ccccc1)[C@@H]2c1ccccc1,6.118797804846217,4.910952228988642,5.376338528983009
CCCCP(=O)(O)OCC,5.868108613930742,4.852469113519058,5.239342330845928
Cc1cccc2c1nc(-c1c(F)cccc1F)n2S(=O)(=O)c1ccccc1,5.604153935535473,4.843521698011858,5.93296792001077
CC(C)(C)n1ncc2c(=O)n(Cc3cccc(-c4cccs4)c3)cnc21,5.50507710675408,5.162369235525818,5.618125612353037
COc1ccccc1Cc1c(-c2cccc(Cl)c2)nc2ccc(Cl)cn12,5.67877871179237,5.438310106759373,5.7692377017572145
Cc1cnn(C(=O)CCCCc2ccccc2)c1,5.714493912106605,5.115151372838802,4.9703599019158835
Fc1cccc(Cl)c1CO[C@@H]1c2ccc(Cl)cc2S[C@@H]1Cn1ccnc1,6.090939557981935,5.089566626093364,6.441121712534221
Cc1nc(C)c(C(=O)Nc2ncc([N+](=O)[O-])s2)o1,5.320634044427245,4.748223644446131,6.594434359509296
O=C(O)c1ccc(-n2c(/C=C/c3ccccc3)nc3ccc(I)cc3c2=O)cc1,5.50146617804403,4.712388932235609,5.481809476928909
CCOC(=O)[C@@H]1CCSCC/C(N)=N\1,5.786356965502805,4.526566895764841,5.586682015302212
COc1cc(/C=C/C(=O)C2(C(=O)/C=C/c3ccc(O)c(OC)c3)CCC=C[C@@H]2c2cc(OC)c(OC)cc2OC)ccc1O,5.6844965117494795,4.406481940891512,5.344328517569479
O=C(O)C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(F)=C1CCCCC1,6.751965975212868,4.902058412518777,5.163658396097387
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(C)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(N)=O,6.171283127070111,5.229213891559233,5.61688160254407
CNc1ccc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2c1,5.497881505081284,5.519603469507409,5.952878048635966
CN(C)c1ccc(/C=C/C(=O)C2CCc3ccccc3C2=O)c([N+](=O)[O-])c1,5.196905560712238,4.734719471490572,5.841999748918238
C[C@@H]1CCCCCCCc2cc(O)cc(O)c2C(=O)O1,6.190155077729258,4.656940979648726,5.066125067351373
Cc1cncc(NC[C@H]2CC[C@H](NC(=O)c3cc(C(F)(F)F)ccc3Cl)CC2)c1,6.020020737711792,5.250332421489015,6.738436608949562
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(C)cc3)no2)CC1,5.87231306528748,5.395719315693748,5.780861003542105
Cc1nc2c(OCc3ccccc3)cccn2c1CCC#N,5.592097717926055,5.211782334706454,6.368763616530324
CCn1c(SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)nnc1-c1ccoc1C,5.321633424245768,5.037529061874817,5.568263346519331
Cc1ccc2nc(C)cc(C(=O)OCC(=O)c3ccc(-c4ccccc4)cc3)c2c1,5.141491719682669,5.281312954020185,5.691208563363023
O=c1c2ccccc2[se]n1-c1ccc(F)cc1,5.431238074393246,5.220794679934996,5.423132756105507
O=C(O)CCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,5.623423522046108,4.317492028689439,6.031749870524663
O=S(=O)(Nc1ncns1)N1CCc2c(cccc2-c2ccc(C(F)(F)F)cc2-c2cncnc2)C1,6.198630143870455,5.720457763692918,5.760168994119961
O=C(O)CCN1Cc2ccccc2C1=O,6.145876145266146,4.785082118100245,5.107649273313891
CC(C)[C@H]1Cc2cc(Br)cc3[nH]c(=O)c(=O)n(c23)[C@@H]1CC(=O)O,5.598831431951356,5.690702088018702,5.450861688965317
CCCC(C)(C)C(=O)NC[C@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1,6.214573283518777,5.357734625803609,5.938037940251611
COc1ccc(NC(=O)CCCc2nnc3n(CCC(C)C)c(=O)c4sccc4n23)cc1Cl,5.9855158348120145,5.207774468313967,6.331001361548422
CCC(C(=O)N1CCOCC1)n1c2ccccc2c2nc(=O)cc(C)n21,5.735902317887268,5.994107150279899,5.577522511104365
CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@@H](NC(=O)c4cccc(C(F)(F)F)c4)C3)sc12,5.409546543201722,5.1955815565052434,5.914529680572745
Cc1ccc2c(C)nc(N=C(N)NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,5.714736139005534,4.791022444863406,6.469594180503702
C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC(C)=O)C3)nc21,5.817075170100869,6.097575066077434,5.760970067879417
CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)c1,5.592498469206943,5.333811493328969,5.483396051543007
N#Cc1c(-c2ccc(-c3no[n+]([O-])c3C#N)s2)no[n+]1[O-],5.358937073133785,4.778124677894544,5.592832610438008
N[C@@H](Cc1ccccc1)C(=O)NCCSSCCNC(=O)CCCC(=O)NCCSSCCNC(=O)CCCC(=O)NCCSSCCNC(=O)[C@@H](N)Cc1ccccc1,6.240444833088028,5.000469424464447,5.832726077998538
Oc1ccc(Br)cc1-c1cncn1CCNc1cccc2ccccc12,5.893793812159434,4.770918322026184,5.508771778034373
CCOC(=O)CNC(=O)C(CC(=O)Nc1ccc(Br)cn1)NC(=O)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,5.299783880199401,5.583044328994103,5.387328967297193
C/C=C(\NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]1CCCN1C(=O)/C(=C/C)NC(=O)CC(O)CCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCO)C(=O)N[C@H](CCN)C(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)CC)[C@@H](C)O,7.253295759468381,5.141219538697138,5.592816307286432
O=C(c1cc(-c2ccccc2)n[nH]1)N1CCC2C=C(S(=O)(=O)Nc3ncccn3)C=CC21,5.97813088044654,5.424168031567844,5.506219740878965
C=C(C)Cn1c(SCC(=O)N2CCCCC2C)nc2sc3c(c2c1=O)CCCC3,5.928678568881635,4.6761636720218025,6.001668331358113
CC1(C)CC(Nc2nc(-c3cccc(-c4ccccc4)c3)cs2)CC(C)(C)N1,5.770682633607058,4.904908665172561,5.859323999742828
COc1cccc(-c2nc3nc(N)nc(N)c3nc2-c2cccc(OC)c2)c1,5.263905349673616,4.898152500138334,6.143768798512147
CC(=O)c1ccc(-c2ccc(CC3(C)SC(=O)C(C)=C3O)cc2)cc1,5.654681528186391,4.976842188952472,5.388147465226767
CCO/C(CCn1[nH]c(=O)c(Cl)c(Cl)c1=O)=N\NC(=O)C(=O)NN,5.6175115500855926,4.559773449002925,6.052169297031968
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CO3)cc1,5.856080517904345,4.684393595592436,5.242478201955906
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCCN,5.536500836071715,5.984951589247604,5.369423346109487
CN(Cc1cc2ccccc2nc1O)C(=O)COc1ccccc1,5.374059360463791,5.274591730506839,5.421857446244207
Cc1cn(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,5.853961072511894,5.163837817115905,5.47644329407775
Cc1cc(Cl)ccc1OCC(=O)Nc1cccc(-c2nc3ccccc3o2)c1,5.525263533196766,4.711028146333505,5.928025739614531
CCn1nc(C)c2ccn(CC(=O)NC(C)C)c(=O)c21,5.815953867250689,5.7406277322679635,5.6615250509641575
C[C@@H](Oc1cccc2cccnc12)C(=O)NC[C@@H](O)CN1CCc2ccccc2C1,5.678866734557212,5.7521079595014335,5.666892085219657
CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(CNCC)CC3)cc(-c3ccccc3)n2)CC1,7.0698804000398,5.7868944942506095,6.074278372257578
CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1C,6.068104280560067,4.999279930991035,6.561627265199224
COc1ccc(C(CC(=O)c2cc3ccccc3o2)Nc2ccccc2)cc1,5.568937144693746,4.700791618870912,5.741440634819894
CNC(=O)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,5.020187202528824,5.032950984791432,5.551086751471014
COc1cc(CNCCCCCCNC2=CC(=O)C(NCCCCCCNCc3ccc(O)c(OC)c3)=CC2=O)ccc1O,6.366900004675698,4.85487330517495,5.785428077104871
Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1cccc(Cl)c1C,5.177417507595769,4.878902189162454,6.048009657558847
CCOC(=O)ON1C(=O)c2ccccc2C1=O,5.395027629500103,4.7994676788742625,5.433946045694057
COc1ccc(Cl)cc1N1C(=O)CC(Sc2ccccc2N)C1=O,5.592323003161376,4.6158784440103435,5.713068882378649
CCCCOC(=O)/C=C(\COC(=O)CCC)OC1OC(COS(=O)(=O)O)C(OC2OC(C(=O)OCCCC)C(OC3OC(COS(=O)(=O)O)C(OC4OC(C(=O)OCCCC)C(OC5OC(COS(=O)(=O)O)C(O)C(OC(=O)CCC)C5NC(C)=O)C(OC(=O)CCC)C4OS(=O)(=O)O)C(OC(=O)CCC)C3NC(C)=O)C(OC(=O)CCC)C2OS(=O)(=O)O)C(OC(=O)CCC)C1NC(C)=O,6.323911549590492,4.983573609110365,5.520307634193767
CC(=O)Nc1ccc(-c2nc3ccccc3s2)cc1I,5.666862730293538,4.921122018659871,5.486397038231018
CC(C)Cn1ccc2c(Oc3ccc(N)cc3)ncnc21,5.813721940899155,4.766678023971553,6.0481774607276
CC(C)C[C@@H](C=O)NC(=O)[C@@H](NC(=O)c1ccc(C=O)n1C)C(C)C,5.340101099207695,4.992933275605821,5.424415637661302
CCOC(=O)C1=CC[C@@H](c2cccc(Br)c2)N(S(=O)(=O)c2ccc(F)cc2)[C@H]1c1cccc(Cl)c1,6.568348533558083,4.6336472109746545,5.683779191344246
CSc1nnc(COc2ccccc2)n1-c1ccccc1,5.436900192633292,4.698675964686459,5.9541839650186015
O=C(OC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(Cl)cc1)c1ccco1,5.346207074795342,5.13123908033841,5.592155284161179
O=C(NN=Cc1ccccc1Cl)c1cc(Cl)ccc1C(=O)NC1CCCCC1,5.639591013975508,4.7741579419850835,5.719142307310647
Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4cccc(Oc5ccccc5)c4)CC3)nc2)c1,6.56381590570401,5.772689248038348,5.995161581289044
CNC(=O)c1ccc(Nc2nc(OC3CCCC3)c3c(-c4cccc(O)c4)c[nH]c3n2)c(OC)c1,5.609836237492544,4.950640156987012,6.100211812037321
CC(C)COC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,6.05879609675175,5.317869462825877,5.760696062319301
Cc1ccc(SSCC(=O)O)cc1,6.173303283072965,4.658086302029599,5.4601507474661535
CC(C)[C@@]1(C)COC(=O)N1c1ccnc(N[C@@H](C)c2ccc(CN3CCN(C)CC3)cc2)n1,6.365703698397118,4.979989011043398,6.197191894925968
NC(=O)c1cc2c(=O)[nH]c(=O)n(C3CC3)c2nc1N,5.0297951193324035,5.082325853300549,5.782666347486884
CCCc1c(OCCCOc2ccc(OCC(=O)OC)cc2)cnc(C(C)=O)c1O,5.315428184348557,4.563064686393805,5.667996998849372
C[C@H]1COC2(CCC(C(=O)Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)CC2)O1,5.284717619081872,4.868478737570189,5.9458482435240105
COc1cc(C(=O)Nc2c(C(=O)O)[nH]c3ccc(C)cc23)cc(OC)c1OC,5.189998558425262,5.0831348662437446,5.525987738282956
O=C(COC(=O)c1cc2c(s1)CCCCC2)NC1CCS(=O)(=O)C1,6.031200260908494,4.631496653776905,5.743360552211129
O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccc(F)cc1,5.131482920365998,6.302930492489995,6.044398133381673
Clc1ccc2[nH]c3c(c2c1)CN(CCCCc1ccncc1)CC3,5.570540765069123,5.615718860549095,5.991878736968744
CC(C)Cc1ccc(C(C)c2nn(CN3CCN(c4ccc([N+](=O)[O-])cc4)CC3)c(=S)o2)cc1,6.560637568060165,4.640953287516408,6.519826623122928
CC(C)(C)OC(=O)NC(C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1cccc2ccccc12,5.163175109049629,5.296635694934128,5.793960888046222
CC(C)c1c(O)ccc2c1CC[C@H]1C(C)(C)c3[nH]c4c(Cl)cc(Cl)cc4c3C[C@]21C,6.310597239707118,5.2690892371316105,5.901156832822436
O=c1oc(NCc2ccccc2I)nc2ccccc12,5.5895907170997745,4.740719273109979,5.723058349841573
O=C(Nc1ccccc1Br)Nc1cc(C2(C(F)(F)F)CC2)nn1-c1ccccc1,6.209536126340032,5.013106191511641,6.504712826731777
C[C@H](O)c1ccc(-c2nc(C(=O)Nc3cnn(C)c3[C@@H]3CC[C@@H](N)[C@H](F)CO3)cs2)c(F)c1F,5.953377574455889,5.560462743016026,6.271086121934495
c1coc(-c2cncc(N3C[C@H]4CNC[C@H]43)c2)n1,5.881471676983942,5.340257986432046,5.451059846135429
Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cccc(C(C)(C)O)c1,6.088878396143408,5.312418675312098,6.5498318881468025
C=C1CC[C@]2(N=C=S)[C@@H](C)CC[C@@H]3[C@@H](C)C[C@@H](CC(C)(C)N=C=S)[C@H]1[C@H]32,6.046298992376717,4.636085150889984,5.583078361279979
CCC[C@@H](O)c1cc2cc(OC)c(OC)cc2c(=O)o1,5.886922467693733,4.7780397137538095,5.158897522881587
O=C(Nc1ccc2c(c1)CCC2)c1ccc(N2CCN(c3ccncc3)CC2)cn1,5.459793341323159,5.538528566527718,5.969042991215542
Cc1nn(-c2ccc([N+](=O)[O-])cc2)c(O)c1/C=N/CCc1c(C)[nH]c2ccccc12,5.7151986907552335,4.840809420314013,6.293850123540132
O=C(NCC1CCN(Cc2ccccc2)CC1)c1c(O)c2cc(O)c(O)cc2[nH]c1=O,4.78958850224405,5.899516050851557,5.191383319474635
CN1C(=O)N[C@H]2[C@@H]3NC(=O)c4cc(-c5ccccc5)c(-c5ccccc5)n4[C@@H]3C[C@]21O,5.810644778626507,5.409921929551721,5.369999387724707
COc1ccc(CNCC(O)(c2ccccc2)c2ccc(F)cc2)cc1OC,5.6444000830536085,4.772860366145206,6.371121732847968
Cc1cnc(-c2cccc([N+](=O)[O-])c2)n2nc(N3CCOCC3)nc12,5.935116531485421,5.113974560350509,6.115152902813959
CCCn1c(=O)n(CCN(C)C)c(=O)c2[nH]cnc21,5.507380741262134,4.592831202782705,5.6501050720142
CCOC(=O)C1=NNC(=O)C1,5.824715277125652,4.5495182070009745,5.671495172293399
N#CC1=C(N)Oc2c(ccc3cccnc23)C1c1ccncc1,5.031037702926665,5.905967199719761,5.582139879830536
CC(=O)N/C(=C\c1ccccc1)C(=O)NC(C)C(=O)O,5.732995534040571,4.697520345524352,5.191009756707364
COCCN(Cc1csc(C(=O)Nc2c(OC)cc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c1Cl)C1=NCCO1,6.6618293464233655,5.375484150552892,6.020367681448076
CC(=O)N[C@@H](CCCCNC(=O)/C=C/c1ccco1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,7.105923460192736,5.046718479364929,5.797922136637067
Cc1cc(C)n(CCN(C)Cc2nc(Cc3ccccc3F)no2)n1,5.783663763970979,5.787466629975049,6.657396380900519
CC(CC(=O)N(C)C)CC(=O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,5.819543640484577,4.926489075687358,5.885121098496008
c1ccc(CNc2ccncc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,4.835645849664594,5.109174460324895,6.145117949391686
Cc1ccc([C@H]2C[C@@H]2COc2nc(C)ncc2-c2ccn(C3CC3)c(=O)c2)nc1,6.506533252310251,6.191136910494539,6.042457566202662
Oc1cc2c(cc1O)[C@@H]1c3sc(CC4CCCC4)cc3CN[C@H]1CC2,6.118995206731524,4.50962255589256,5.480249514907896
Cc1ccc(-c2cc3c(N[C@@H](Cc4ccccc4)P(=O)(O)O)ncnc3s2)cc1,5.996974728231648,4.6971110522962825,5.669906367027584
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,5.6949219400341065,4.464269097954561,5.165734729146427
CNC(C)C(O)c1ccc(O)cc1,5.7844279912675916,4.466945021634041,5.281247733750469
O=C(O)C=C1CCCC1,6.063115497644139,4.763458731973515,5.181021610407349
COC(=O)N[C@H](C(=O)N1CC(C)(C)C[C@H]1c1ncc(-c2ccc(-c3ccc4c(ccc5nc([C@@H]6C[Si](C)(C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c54)c3)cc2)[nH]1)C(C)C,7.219437724702296,4.9850004469302265,6.2202850196340655
CC(NC(=O)NCCCn1cccn1)c1ccc2c(c1)NC(=O)CO2,5.928294451104821,5.148755422937097,5.922085838216921
Cc1ccccc1NC(=O)c1c(C)oc2ccc(O)c(CN3CCCC(C)C3)c12,5.762958249272372,5.480184727960062,5.867255507470044
O=c1c2ncn3nc(-c4ccccc4)cc3c2c(-c2ccncc2)nn1Cc1ccccc1,5.608483925691943,5.147278559016961,5.927057198483295
O=C(O)c1ccc(Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)cc1,5.229018674712397,4.488345209498705,5.064480092871796
Cc1cc(NC(=O)Cn2cnc3sc(C)c(C)c3c2=O)no1,5.271695096211366,4.939868773803412,6.573870968753756
COc1cccc(-c2cc(C(=O)NCCc3c(O)cc(OC4CCN(C)CC4)cc3-c3cccc(F)c3)ccc2OC)c1,6.876216403809796,4.930427478471618,5.848803271717113
Cc1ccc(Oc2nc(C)ccc2/C(=N/O)N2CCSCC2)c(C)c1,5.721207649833203,5.52561324974982,6.366677397647643
O=[N+]([O-])c1cc(Cn2nnc(SCc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])n2)cc([N+](=O)[O-])c1,5.4764700906365285,4.659798087060467,6.605293662838817
N#Cc1cc(N2CCN(CC[C@H]3CC[C@H](NC(N)=O)CC3)CC2)cc(C(F)(F)F)c1,6.512093917856658,5.0120584591901896,6.610527786993983
CCSc1nc2ccccc2c(=O)o1,5.489103840433346,4.7592532137210695,5.291422337441719
Nc1nc(O)c2ncn([C@@H]3CC(F)(F)[C@H](CO)O3)c2n1,6.04686914670305,5.176766955101711,5.35037569672498
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@]1(Cc2ccccc2)CCCN([C@H]2c3ccccc3C[C@H]2O)C1=O,6.374972432769325,4.996696792127912,6.1854365920635574
CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-c3cn[nH]c3)n2n1,4.800728227053853,5.6172367685884375,5.470731972105346
COc1ccc(CNc2cc(-c3ccccc3)nc(N3CCN(C)CC3)n2)cc1,5.6254966465824,4.952251623682471,5.826635900224826
[C-]#[N+]C1=C(C)Nc2oncc2C1c1ccc2[nH]nc(OC)c2c1,5.512243040980162,5.15687668052148,6.307403040782344
CCOc1cccc(CNCCc2c(C)[nH]c3ccc(OC(F)(F)F)cc23)c1O,5.72349670966964,5.362515482580904,5.932368636457831
Fc1ccc(COc2ccc(C(OCC3CC3)C3CC3)cc2)cc1,5.874210235932123,4.748159055220774,5.5666161413972075
CCN(CC)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CN1Cc1c(F)cccc1OC,8.03439606953593,5.348174680076486,6.251584369779573
CC(C)(C)c1cc(I)c(O)c(CNC2=NCCS2)c1,5.586155555862501,5.085984180129225,5.564770450229132
O=S1(=O)NCN(C2CC2)c2c(Cl)cccc21,6.08405027991666,4.578899314525836,5.519376451194324
CN(CC(=O)O)NC(=O)C[C@H](N)c1csc(CCNC(=O)OC(C)(C)C)n1,6.002299583236074,4.398915600262481,6.1810229921937
Cc1ccc(NC(=O)Cn2c(=O)n(Cc3nc(-c4ccccc4)no3)c(=O)c3ccccc32)c(C)c1,5.742535755306915,5.253558789780705,6.4400641114416945
CCn1c(SCC(=O)N2CCOCC2)nc2ccccc21,5.903159709849631,4.566575710386929,5.510918220075677
c1ccc(Nc2ncnc3c2ncn3CC2CC2)cc1,5.559029635691594,4.671125883096119,5.805344699289512
Cc1nn(C)c2nc(N3CCNC(=O)C3C(C)C)sc12,5.807696497636105,4.838946620096411,6.3320920355661565
CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=S)N1,5.88258508574881,4.99403887114714,5.62192829650088
CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)c2cc3c(=O)n4ccccc4nc3s2)c1,4.92267697070767,5.104177044734263,5.900022741677283
